SG:HS:LC,SG:LS:LC,SG:MS:LC,SG:LS:MC,SG:MS:MC,SG:HS:MC,SG:LS:HC,SG:MS:HC,SG:HS:HC,SG:VHS:LC,SG:VHS:MC,SG:VHS:HC
30.48,32.19,39.205,73.14,80.045,76.555,162.055,167.095,165.01,37.175,81.19,162.565
30.43,32.11,38.6,74.07,81.115,77.635,165.03,164.335,168.125,38.69,80.845,161.53
30.155,32.88,38.26,73.23,80.22,76.505,160.69,168.895,171.075,39.065,80.48,164.075
31.12,32.92,39.05,73.74,80.46,77.09,161.56,168.475,190.6,38.995,80.89,165.295
30.295,32.515,38.94,73.735,80.495,78.22,163.8,168.395,195.49,38.45,82.37,164.3
31.22,32.35,38.7,74.895,80.585,79.32,162.34,169.695,194.535,37.925,80.58,164.25
30.525,32.865,38.055,74.705,78.65,76.72,167.03,171.25,193.46,38.405,81.61,174.05
31.595,32.72,39.31,73.18,81.45,78.78,166.825,171.72,190.85,38.47,82.925,182.055
38.47,33.17,39.045,74.32,80.24,78.625,164.91,191.095,186.68,37.98,80.915,183.89
37.21,33.095,40.09,74.615,80.58,77.46,171.795,198.13,192.505,38.465,80.57,186.49
36.695,32.285,38.34,74.175,78.825,77.245,193.855,199.71,194.375,36.99,81.48,184.61
35.77,32.61,37.76,73.75,80.635,76.745,204.645,202.575,189.335,38.01,82.54,182.355
36.365,32.35,38.565,74.795,79.71,75.635,204.73,197.68,188.82,38.155,81.79,182.83
35.835,32.69,38.015,73.87,80.86,77.04,198.3,200.9,188.39,37.285,82.475,183.835
35.465,32.385,38.51,72.825,78.49,79.995,201.84,200.72,188.23,37.955,83.66,183.025
35.52,32.315,38.15,73.365,79.95,88.16,197.865,195.195,193.25,38.375,80.455,182.07
35.975,32.99,37.71,72.92,78.545,91,199.48,198.55,191.14,37.155,81.215,183.735
35.52,32.155,38.23,73.505,79.75,92.44,200.045,197.29,187.895,37.56,80.445,187.11
35.645,33.13,38.32,73.165,79.705,90.465,197.725,195.195,185.255,38.07,79.55,180.695
35.68,31.955,38.705,73.22,81.42,91.995,196.395,199.1,185.51,37.195,81.775,181.43
35.525,32.015,38.05,73.135,79.905,91.75,191.56,192.27,186.895,37.6,81.665,183.085
34.88,32.055,38.025,72.995,80.405,91.075,194.785,199.55,187.215,38.08,81.15,181.73
34.865,31.835,37.33,73.695,77.84,90.865,201.88,194.32,188.375,37.455,81.865,181.745
35.29,32.445,37.725,73.625,78.415,91.255,191.31,198.19,185.155,37.2,81.395,180.455
35.27,32.525,37.965,72.045,79.035,92.32,192.935,194.13,191.23,36.915,79.82,178.8
35.255,32.23,37.59,73.495,78.135,90.495,190.245,193.275,186.795,37.645,81.465,180.67
35.58,32.385,37.87,73.79,78.53,90.95,195.65,195.68,184.205,36.785,80.475,181.08
35.405,32.665,37.29,73.355,80.09,90.99,196.115,194.74,187.525,37.58,80.175,180.8
34.26,32.21,37.31,73.08,79.155,90.215,190.145,190.47,183.54,37.53,80.1,186.34
34.55,32.37,37.45,74.655,80.385,91.82,190.43,194.43,183.755,37.065,80.77,181.93
34.19,32.44,38.575,73.185,80.23,90.47,193.285,193.97,184.43,36.155,80.385,177.82
35.19,32.885,37.605,73.18,80.51,89.165,194.595,193.86,185.64,37.79,80.675,179.88
33.985,31.475,37.4,72.62,79.045,90.96,190.645,196.655,186.63,36.74,82.64,177.78
35.095,32.71,38.445,73.93,79.825,89.345,193.31,190.9,184.325,36.69,80.17,181.745
35.08,31.92,37.29,72.165,78.475,90.745,187.58,195.27,187.21,37.735,81.65,184.255
34.595,32.08,37.355,73.92,79.93,88.865,189.955,188.47,183.465,37.045,80.21,183.14
34.51,32.43,37.735,72.68,79.36,89.83,191.01,188.56,182.605,37.01,79.475,181.36
